Date,AAA,AAB,ABA,ABB,ACA,ADA,ADB,ADC,ADD,AEA,AEB,AEC,AED,AFA,BAA,BAB,BAC,BBA,BCA,BCB,BCC,BDA,BDB,BDC,BDD,BDE,BDF,BEA,BEB,BEC,BED,BEE,BEF,BEG,BEH,CAA,CAB,CAC,CBA,CBB,CBC,CBD,CCA,CCB,CCC,CDA,CDB,DAA,DAB,DAC,DBA,DBB,DBC,DCA,DCB,DCC,DCD,DDA,DDB,EAA,EAB,EAC,EBA,ECA,FAA,FBA,FBB,FCA,FCB,GAA,GAB,GAC,GBA,GBB,GBC,GBD
1998.0,3743.0561068,1234.1535037,1320.6748346000002,4002.0638870000002,3569.6213724000004,282.6135487,277.2580087,604.1673479,308.93170430000004,603.4201488,602.8760321999999,118.60716710000001,235.6109064,612.447811,2022.7225623999998,1393.359125,438.59089459999996,1653.9957826000002,489.29779599999995,630.3984340000001,1019.0510862,360.1828535,205.42377379999996,704.7698765,17.346197,82.52212659999999,25.132756,23.956957799999998,331.5141036,178.0434271,431.8680711,24.5760727,96.8998666,114.1513643,149.8148883,2173.2193035,2407.0902006999995,1840.9269148,230.5638972,170.3748032,301.46231989999995,126.0118687,203.5572567,386.934341,497.2963544,191.32972449999997,104.592062,1460.0113132000001,18.8435933,18.9648622,556.1624205,254.9663565,93.93932330000001,180.5479153,173.2869466,62.6477689,164.21933819999998,212.6744804,308.0490278,316.95594989999995,1482.3856469999998,768.8071698,263.5703417,289.900081,847.9735793,228.70259099999998,531.5900215,195.5124261,46.9571556,46.8480279,2.584923,21.1276027,22.1310265,19.7768704,9.1651715,10.289907099999999
,1691.6644359000002,245.56517520000003,610.9398316999999,903.4916802,1066.8827696,73.10868020000001,160.2386891,112.32887609999999,89.65815500000001,148.4923012,174.9908081,51.9434112,79.8002719,471.26283299999994,1448.6804576999998,312.86062150000004,139.2212787,342.70588710000004,142.7098108,243.5050688,198.54726360000004,130.6898229,38.1991054,110.2670016,154.161427,83.5063411,5.6515668,6.0839842,166.56284340000002,50.9674105,85.8036448,13.9023649,22.7025176,127.14020099999999,31.779220000000002,652.7402920999999,1302.9047819,477.6680521,217.84213819999997,72.73986169999999,109.3018675,181.1290919,72.5737094,218.7600065,177.0184227,95.194148,2.178693,492.10389060000006,32.758272500000004,0.0,113.0030271,219.87874850000003,12.9585992,24.1513061,51.9487529,27.629560499999997,69.7488306,154.3720916,122.7049126,95.38593209999999,849.3013623,370.5312305,360.128887,151.2632646,227.80270349999998,149.6244807,257.7466644,93.8828624,28.0230326,44.4561755,5.6873909000000005,11.815503900000001,1.1998002,4.7060873999999995,5.2964594,0.5228986
,1874.1468753,243.5249757,497.9122262000001,1185.2969417,1179.8472561,155.6462828,189.21445450000002,275.2003543,134.2759383,331.87204799999995,369.7435239,114.009915,105.5547847,430.1988155,1393.4740382,225.49747929999998,115.975191,438.0151192,183.016979,283.04511460000003,185.9099405,312.53182730000003,167.26359950000003,243.1889093,43.5923377,95.1412301,24.8966086,20.6517643,177.8750516,74.91225700000001,112.950383,4.4379838,72.9905734,105.21357750000001,72.79931690000001,918.0142488,1588.1252242,731.9656484,122.2431646,70.0915062,171.340926,122.7493321,41.1299108,212.7923545,291.9296227,400.15983470000003,47.1348903,834.7616069,20.3786571,3.5495909,123.4270947,159.1337668,36.837177,20.8340575,48.0034393,15.678321799999999,45.3122296,52.5652429,161.46882209999998,82.3087076,742.7215504999999,720.2813994999999,87.30388679999999,235.76598589999998,518.5334286000001,69.43762489999999,169.7891656,114.0671937,28.9692089,204.1274031,17.2472617,32.8530187,3.9733555,0.8894534,17.3951959,0.0
,2206.4634717999998,409.49399370000003,1597.0842768999998,2037.545772,1072.5707809,190.09355250000002,324.9505211,332.2069153,172.45088379999999,631.8148113,455.47722519999996,424.5962304,176.765446,499.1254673,1244.7709452,186.5356664,261.62643860000003,533.1466229,348.4885795,413.6179882,111.5615152,232.1915315,91.7866394,406.4504138,103.12697,107.368038,42.9498261,51.4278542,419.4137686,101.2701357,130.70094269999998,51.309827999999996,59.864284299999994,81.04440169999998,137.2131405,1074.4844449000002,1083.413409,930.3384195,197.163231,84.3795755,193.6754727,283.43884360000004,237.48405540000002,139.22716739999998,345.58360569999996,280.34456370000004,75.0424155,831.4529777,24.0203289,19.1909752,136.00805839999998,157.41597059999998,2.9868437,36.0516516,147.7629693,39.7316196,95.92783179999999,135.5541417,187.3358083,270.0092548,705.5714176,581.242899,114.3914422,281.39745189999996,383.3111079,104.37171989999999,151.4839646,119.7101157,42.56723219999999,148.2086694,25.497904600000002,5.3555209999999995,0.0,15.282432,42.4218677,13.2700932
,2161.1171212,232.0283903,543.0018906999999,1067.0028833999997,927.2697264,203.5765538,264.5472931,232.0528885,351.1590923,341.41478820000003,388.8828504,231.74289389999998,148.2597135,338.3174728,1451.2566229000001,183.1389775,129.4682989,235.4077991,257.1120347,163.807143,112.83426,138.0748996,86.5383288,314.3594099,32.0326899,72.4789038,51.5103971,44.256918399999996,170.40637949999999,72.4009095,121.325453,68.073809,25.4121525,48.5802715,42.1907673,619.8910280000001,940.6056172000001,694.6984909,393.16701,216.04074839999998,118.38595670000001,129.0808882,135.40153859999998,143.797503,404.16464720000005,279.2360838,144.8141348,552.2642882,67.70663359999999,131.3659772,110.5486129,105.84322420000001,10.4536679,18.5180854,56.341121199999996,32.197187799999995,121.9686811,64.3879663,103.4866495,232.3071626,721.3413698,351.23677849999996,1163.8770273,148.20297839999998,246.07920389999998,49.37372190000001,179.8079212,59.26495,16.8512615,115.7863956,63.965084000000004,21.1108377,2.6285722,19.877964100000003,92.91825549999999,0.0
,1746.2674334000003,189.5852882,507.1174519,1320.2439608,442.2712818,149.65592089999998,166.3893186,271.5291275,326.4351469,237.3185107,204.5592036,93.3452446,92.926227,236.2944046,1391.9087123,210.63602790000002,92.3023524,175.0400061,128.7647986,87.34410659999999,156.8385519,124.83902069999999,150.7492025,209.22812359999998,10.092457999999999,4.4144662,4.0978928,54.9963481,72.26242570000001,40.485530999999995,220.8874746,12.187870400000001,43.630584,88.4470843,56.366240600000005,959.6408132,937.9476928999999,531.056573,363.60389539999994,99.346704,233.35364529999998,93.406621,149.6899869,364.3778377,326.0345524,538.2593113,275.5413789,413.2855045,66.2280664,0.0,66.9629362,118.25756039999999,0.0,63.4254404,78.25888619999999,32.063458999999995,217.47470760000002,85.2699047,62.5831345,139.3815959,726.9230247,284.1648989,188.04820970000003,105.42436139999998,241.74184350000002,81.836602,140.2297474,129.78743079999998,10.4441965,239.69101350000003,157.4132513,250.5090083,11.7504925,53.9964655,75.62886999999999,5.0565982
,2324.044298,286.05100250000004,559.5441471000001,1119.2905566,692.9377794000001,607.5272206999999,143.3692961,220.7850106,103.2446257,377.88328169999994,226.8125157,123.09536270000001,267.8435548,370.55448359999997,1514.2542517000002,203.5741302,130.0969404,228.3560225,214.70928910000003,207.7676959,23.1768756,131.6949019,208.1951493,354.240808,55.278658899999996,42.359998700000006,10.213920700000001,27.911306500000002,192.21452109999998,52.939712799999995,93.56406500000001,0.0,51.4303005,100.6606972,90.2349948,1471.9335439,1246.9931199,1078.7962813,335.7866905,306.88586369999996,269.48977820000005,193.32932570000003,43.193697099999994,158.02482129999999,585.2667175,322.1228344,158.49341149999998,856.6595518,22.4280428,22.8499571,111.1438327,161.3514404,9.2391875,44.829349,45.170175799999996,1.6504415,213.10000899999997,77.61996800000001,30.6322371,455.7913907,984.3727831,327.5058577,512.5854686,320.29143700000003,270.90540880000003,24.5994163,65.2088648,57.219606999999996,5.7256219999999995,453.55980639999996,33.588747100000006,103.41283080000001,24.3200835,24.717557,190.29760510000003,28.3365404
,2161.7749264999998,244.2949078,408.0017914,918.1932844,620.7997963,570.2506152000001,107.3831653,317.9833968,293.48927139999995,320.7542392,316.9670184,150.45159139999998,127.79844319999998,374.5934158,1327.3330694,138.7303816,122.57622629999999,238.40273009999999,104.7992653,178.3962263,76.8784647,52.2099496,48.959296800000004,478.8121397,23.9382149,44.1778413,35.8803991,45.0985188,205.59059729999998,38.4647688,44.8147729,22.3797499,63.5282289,43.5662545,74.7380128,1278.2371853,1218.8542025,845.1547618,257.5553741,66.5445656,280.4849756,213.5630718,187.0786822,712.8707741999999,1156.2596786,313.16775229999996,442.79767890000005,620.7131406,15.7154698,3.1095561,69.0537449,27.4340349,25.6826767,16.9579031,59.89131750000001,35.009525999999994,66.0681887,86.11613399999999,145.8097373,354.29665620000003,892.1879013,344.6559022,420.80926880000004,198.26735430000002,105.04404619999998,41.9851325,102.0622861,41.2851578,25.4558224,725.3320179,973.3572333,73.206218,66.1882976,42.0059759,100.8919665,39.3318509
,1780.0442276,54.6023305,500.4375034,1164.7638239,614.3152578,218.0629469,73.4527671,347.8073041,260.9784201,446.3842213,356.8730291,59.4863819,125.984175,449.25040690000003,1571.6270099,100.9898501,117.6252216,273.4156048,217.61642220000002,222.0359847,90.6576908,104.3362219,168.1145047,287.05028500000003,33.2263832,44.3394186,2.0894338,14.1524884,182.84312079999998,51.7603923,80.66733230000001,18.9457581,20.717018300000003,71.2150225,67.6161487,1844.3068053,1225.6403014000002,1130.4803969000002,299.104124,307.8419277,238.55495989999997,375.3730324,199.8037612,239.2689948,1324.6649079,400.14954539999997,376.9875761,645.2538063000001,35.3222982,12.420503,60.0679857,27.5704898,11.0868111,40.5059039,70.4738672,16.4284934,234.7309859,48.7017675,48.238290500000005,586.9668968999999,758.8229884,256.4740507,295.1410128,307.441827,176.94447770000002,46.9039907,55.801284300000006,72.0700839,16.6199686,262.8760454,20.799874,38.342770900000005,21.9655866,61.4275048,96.38515,2.0492046
,2175.6015074999996,210.09487080000002,465.7724711,2213.1185141,928.9172047,177.4898814,260.33389569999997,263.52321759999995,167.79804829999998,588.1478848999999,245.41731319999997,367.89788419999996,250.9638069,517.4064734,1639.562598,275.2255581,74.6296389,442.1403741,170.7728806,158.6332699,135.6655255,181.69622850000002,75.04511480000001,157.3262719,50.513950300000005,36.4794986,37.3086352,9.410005,190.1341485,77.9587669,198.47055639999996,46.0883281,33.4668015,117.8021351,143.1261061,1128.7859277,1259.9107961999998,966.9636644,404.7128481000001,86.6684884,139.9670376,493.6813561,348.2654347,144.605701,598.0349453,237.20718879999998,291.5876894,464.84211460000006,53.1041333,11.697756100000001,101.8315677,139.6978187,11.914581,116.07519959999999,151.6175538,35.256095099999996,371.8119197,81.7330036,117.2454256,316.84640959999996,1055.9943306999999,621.7328311,265.2998655,309.91361689999997,251.9285461,56.5033482,188.4178933,102.03011430000001,34.3411074,371.4056736,12.484909899999998,23.282879,19.1777355,70.765975,263.34287409999996,40.2986904
